,Bio_personality,food_drink,hobby_interests
8470,Thích một mình nhưng lại sợ cô đơn,Mì Nước lọc,"game online, gym"
8471,"hướng ngoại, hướng nội, ",Kfc,"decor phòng, đi từ thiện, nấu ăn, được ăn, ngắm bầu trời, tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh., coi anime, tập thể dục ngoài trời, đi phượt, đạp xe đạp, đọc sách, tập trung nghiên cứu một vấn đề nào đó"
8472,Tùy lúc,Cứ đồ ăn là thích,Đu OTP
8473,hướng nội,tất cả các loại mì,"đọc tiểu thuyết, truyện, nghe nhạc, xem phim"
8474,Là người hướng nội,Thích uống trà sữa,"đá bóng, giải đố"
8475,"vui vẻ, hòa đồng","cơm, 7up, revive, moutain dew, sprite, pepsi, coca, mi tom, bánh mì...","game, đọc truyện"
8476,"hướng ngoại khi cần thiết, bán hướng nội ambivert","nước ngọt có ga, sâm bổ lượng, cơm đậu hũ dồn thịt xốt cà, khô các loại, cơm chiên các loại, cơm sườn, mì các loại, mì quảng, hoành thánh, cơm gà, cà phê, hủ tiếu nam vang, beer, bò kho, cơm bò xào, bánh mì, xôi mặn","chơi game, nghe nhạc, xem phim"
8477,Là một người hướng nội thích ở một mình,"trà sữa, gà rán, xôi",Thích đọc sách
8478,Hướng ngoại,"thích ăn mì cay, coca cola, ..., bánh kẹp thịt","toán, cà phê, đạp xe"
8479,bán hướng nội bán hướng ngoại,Thịt nướng,toán học
8480,thích tự do,"coca cola, bánh mì, xôi",Thích đọc sách
8481,"nhưng lúc high thì lại muốn nói rất nhiều, , đôi khi ko thích chia sẻ nhiều lắm, thích có ko gian riêng tư 1 mình","sương sáo các thứ
food: cái gì cũng ăn được. thích rau, củ, 7749 loại mắm. không thích đồ ăn chứa quá nhiều dầu, drink: (ưu tiên) nước lọc, ăn được đồ nặng mùi, nước thảo mộc, nước trà, các món nhiều gia vị, trứng, chất béo hay phô mai. không ăn được cua :3, nước trái cây, cá, quả, mùi hương (hành tỏi tiêu ớt sả đầy đủ)","đá bóng, gym, xem phim"
8482,Thích yên tĩnh,"đặt biệt là trà sữa, đồ nướng, mình rất thích đồ ăn vặt",Nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster
8483,"thích ở một mình, ...., một người ít nói hướng nội",Trà sữa,"tham gia hoạt động ngoại khoá, học, du lịch, ăn uống, coi phim"
8484,"thích không gian riêng, ít nói",Matcha đá xay,Chơi yasua
8485,Lowkey,ăn đồ tự nấu,"thể dục, xem anime, vẽ tranh"
8486,"thích đi các hoạt động xã hội, năng động","đồ ăn hàn quốc, ăn vặt","bói tử vi, chiêm tinh, nhạc cụ, thích chơi game, bói toán"
8487,"áp dụng công nghệ mới, thích tìm hiểu",Udon,Xem phim
8488,Bình thường,trừ đồ đắng ra thì mình đều ăn được,"nghe nhạc, xem phim"
8489,"chỉ thích ngủ một mình, hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ",Cơm nước ngọt blahblah,"chơi game, đọc sách"
8490,Hướng nội,Món j có topping thì đều thích,Thích
8491,"sống lowkey, là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime","nem nướng, rau má mix","đá banh, nghe nhạc, …, đọc sách"
8492,Một người hướng nội thích sự im lặng,đồ gì có vị cay,"nghe nhạc, đọc sách"
8493,Ít nói hướng nội,"bánh canh, mỳ quảng, bánh bèo, bún bò","đi du lịch, bóng rổ, chơi game, đi cắm trại, đá bóng, thích coi phim"
8494,"ít nói chuyện, mình là một người hướng nội",Phở,"xem phim, thích tiếng anh, ..., nghe nhạc"
8495,hướng nội ít nói,"cafe, bánh tráng",Ngủ
8496,Hướng nội,"cơm chiên, pepsi, trà sữa, bánh mì, xôi, trứng, mì cay, ...",Cầu lông
8497,"thích ở một mình, một người ít nói hướng nội",trà chanh trân châu,Chơi
8498,Thích ở 1 mình,Eatclean,"thích đọc truyện, chơi game"
8499,"mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác, mình hk thích sự gượng ép, không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì","đậu hũ cà chua., thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua",Bơi lội
8500,Hướng nội,Thịt nướng,Chơi hame
8501,"nói khi cần thiết, có thể đi ăn ngoài nếu được mời, muốn một mình nhưng sợ cô đơn, có thể mời người ta đi ăn nếu vui, hướng nội, hiếm khi thấy vui","các món gỏi, các món ăn truyền thống hoặc món ăn đường phố việt nam",Trò chơi điện tử
8502,"thoải mái khi gia nhập, thích ngoại giao, o tập thể, hoạt bát","trà đào, đồ ngọt",Choi game
8503,"cũng có lúc hướng nội có lúc hướng ngoại, mình là ng dễ giao tiếp","bún ốc, dừa dầm........, bún chả, bánh bông lan dâu, mì xào, miến trộn, trà sữa, phở xào, bánh bột lọc, sữa chua mít",Đọc sách
8504,"ít nói, hướng nội","bánh ngọt, đồ cay hàn quốc",Thiên văn học
8505,"lúc hướng nội lúc hướng ngoại, thân thiện, tùy lúc",bánh ngọt,bóng đá
8506,VỪA HƯỚNG NGOẠI VỪA HƯỚNG NỘI,"cháo lòng, bún rêu, bún thịt nướng, olong",Ko
8507,Hướng ngoại,"bánh xèo, red bull",Đánh Cầu Lông
8508,Lúc này lúc kia,"trà sữa, nước ngọt",Thích học thích code
8509,"thích tận hưởng không gian 1 mình, hướng nội",Em thích các loại bún ạ,Chơi game
8510,Vui vẻ ích nói,"mì cay, nước ép, bún đậu",online shopping
8511,Hướng nội ít nói,Trà sữa,Bóng rổ
8512,Indoor type,"kẹo dẻo, coca cola…","du lịch, đi ăn, đi coi phim, đi tập thể dục"
8513,Hướng nội,THỨC ĂN GÌ NGON ĐỀU YÊU THÍCH,Bóng chuyền
8514,"thích ở một mình, ít nói hướng nội",Món nào chay đều thích,"bới lội, chơi game"
8515,"ít nói, hướng nội",Không quá kén chọn,Đọc truyện viết code
8516,", hướng ngoại, hướng nội, thích ở một mình, ",Món ăn Health,"hát, thích vẽ"
8517,"hướng ngoại ít nói thích ở một mình, ghét sự cô đơn",Fast food,"đọc sách, đi chơi"
8518,"ít nói, hướng nội","phở…, mì, hủ tiếu, bánh canh",code
8519,"hướng nội, cá tính mạnh, thích ở 1 mình","mì quảng, bánh căn, cơm tấm, bánh xèo, gà rán hay đồ chiên","ngoại ngữ, nhạc cụ"
8520,"sạch sẽ, sợ xã hội",Mì gói,Thích đọc sách
8521,"người hướng ngoại, nói rất nhiều, thích đám đông","mỳ tôm, gà rán, bún trộn, nem nướng nha trang","nấu ăn, nghe nhạc, xem phim, du lịch, đọc sách"
8522,"là một người khá là trầm tư, thích suy diễn mọi chuyện trên đời, ngại bộc lộ tâm tư tình cảm cá nhân với người khác.","đồ ngọt, đồ ăn vặt hoặc đồ hàn, nhật","lướt mxh, vẽ"
8523,"hướng ngoại full time, hay dài dòng, thích sự an toàn dù chạy xe ẩu (ý là cái gì cần phải xảy ra thì phải đảm bảo nó được xảy ra, hoặc có backup), dễ quạu dễ nguôi, thích trò chuyện, thích mọi thứ có trật tự, hướng nội part time, v.v, ngăn nắp dù hay bày bừa (xong rồi dọn ngay)","1. Tofu
2. Bánh mì ( thích mọi loại bánh mì)
3. Nước ép",Tìm hiểu về văn hóa các nơi
8524,"thích ở một đám, một người hướng nội",Bánh bò,Ko thích gì hết
8525,"thích đi chơi với bạn bè, ít nói nhưng thích đám đông, người thân",", đồ nhướng, đồ chiên",mình thích hát
8526,"có phần hơi thích kiểm soát, thích làm việc, ở một mình, một người ít nói hướng nội",Mì ý,Đi dạo
8527,"hướng ngoại, thích kết bạn",Mì cay,"du lịch, khám phá xung quanh"
8528,"hướng trung (ambivert) lúc thích một mình, nhưng không phải e sợ đám đông","canh cải, cá kho, ...",Kiếm tiền
8529,Hoà đồng,Trà sữa,"code, nghe nhạc, ngủ"
8530,"là một người 2 hướng, hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không",Bánh chocopie,Thích môn toán
8531,Đôi lúc hướng ngoại đôi lúc hướng nội,"trà sữa, gà rán",Esport
8532,Người hướng ngoại,Mì cay,nấu ăn
8533,Hướng ngoại thích giao tiếp vui vẻ hoà đồng,Đồ ăn ngọt,Bóng đá
8534,Hướng ngoại vui vẻ hòa đồng,đồ ngọt,Thích chơi game
8535,"thích ở một mình, hướng nội, tìm người người làm đồ án tốt nghiệp chung., 1 tháng chắc 1-2 lần) để giao lưu, dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít",Trứng ốp la,"game, phụ kiện công nghệ"
8536,"hòa đồng không thích đám đông lắm nhưng dễ hòa nhập, vui vẻ",bánh mì,"đi dạo, đi ăn"
8537,Hoà đồng,"xúc xích, kem, sting","thích đá banh, bóng bàn"
8538,Thích giao lưu,"nước rau má, bánh bột lọc",bóng đá
8539,Mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân,Thịt kho tàu,Lưới fb
8540,"hơi hướng nội, thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người","đồ ăn hàn quốc, sữa tươi trân châu đường đen",bơi lội
8541,", thích đông vui, hoà đồng, thích một mình",Bánh mì,"thể thao, đọc sách"
8542,Extrovert,thích ăn cá thác lác chiên,"nghe nhạc, xem phim"
8543,Hướng ngoại,"bánh ngọt, kem","thích chơi cầu lông, xem phim"
8544,"hướng nội, nội tâm, nhạy cảm",Trà sữa double trân châu,Ngủ coi phim ăn
8545,Hướng nội,Cá dồ kho,Bóng rổ
8546,Thích ở một mình,"o mỗi buổi sáng, thích ăn mì cay, uống caffee","mình thích xem phim, nghe nhạc"
8547,Nói nhiều hướng ngoại thích đi đây đó,"bún đậu mắm tôm, bia, 7up, đùi gà, trà đào","nói chuyện cùng bạn bè, ngắm cảnh"
8548,"hướng nội với người ngoài, một người hướng ngoại với bạn bè",Sinh tố bơ,Đọc sách
8549,Là một người thiếu ngủ,Coca,Cầu lông
8550,"náo động vùng trời :), bạo lọan","cơm ngon còn bánh bao hơi dở, cũm được","chơi đàn, nghe nhạc"
8551,"có lòng tự trọng, là một người khiêm nhường","Mình thích ăn đồ ngon=))))
Ăn chay hay ăn mặn gì cũng đc",Gym
8552,Hướng nội nhưng thích làm social media,"ít đường, mình ăn thích ăn đồ healthy, ít mỡ","thích nghe nhạc, xem phim đặc biệt là thích nhạc của sơn tùng m-tp"
8553,"hoà đồng với mọi người, một người vui vẻ","mì gói, chocolate, espresso",Thích đá bóng
8554,Thích ờ chỗ không đông người,Bạc sỉu,Học ngoại ngữ
8555,Hướng nội,Bún đậu mắm tôm,"bơi lội, ..., thiên văn học, toán, thích đá bóng"
8556,"hoà đồng nhưng cũng thích ở một mình, ít nói",Bánh mì,Câu cá đá bóng
8557,Năng động,"mình ăn uống healthy nền chỉ uống nước ép trái cây, không uống nước ngọt có ga","học tiếng anh, nghe nhạc, thích đọc truyện"
8558,Hướng nội,"thịt nướng, pepsi",Thich chơi thể thao võ
8559,"thích ở 1 mình, không thích giao tiếp với người lạ, thích yên tĩnh, ghét phiền phức",Gà jollibee,"thích khoa học, thích đá bóng, bơi lội."
8560,"hoà đồng với mng, thân thiện, có trách nhiệm","trà, cơm, cà phê","trí tuệ như nhau nên điều đó cũng là một sự thú bị, môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính"
8561,Hoà đồng vui vẻ,Salad,"đi xe đạp, o buổi chiều, đánh cầu lông, o buổi tối, mình thích chạy bộ, o buổi sáng"
8562,"hướng ngoại, thích đi chơi ở ngoài với bạn bè","không đặc biệt yêu thích gì, chỉ cần không cay là được","tâm lí học, thiết kế"
8563,", hướng ngoại, hướng nội","thích ăn bánh mì, bị dị ứng hải sản có vỏ, đặc biệt là tôm, ăn vặt","đọc truyện, xem các show giải trí thực tế, nghe nhạc"
8564,Ồn ào,"mắm chưng, sinh tố bơ, thịt kho mắm ruốc, nước ép thơm, cá tra nhúng giấm",Toán
8565,Khó giao tiếp,"thích ăn những món ăn không quá đậm vị, eat-clean",Đọc sách
8566,Trầm trầm nhưng lúc cần vẫn vui hết mình,Đồ ăn Hàn. Đồ uống healthy,"khoa học, nhảy, hát, chính trị"
8567,"thích vui vẻ, nhộn nhịp, khá hòa đồng",Mình thích ăn tất cả những gì mình thấy ngon. Riêng đồ uống thì mình có niềm đam mê sâu sắc với Rau Má,Thiên Văn Học
8568,Lowkey,"rau củ, trái cây","học ngoại ngữ, em thích chơi nhạc cụ"
8569,"tôi là một người hoạt bát, nhanh nhẹn",Trà sữa,"nghe nhạc, các chương trình giải trí, phim hành động"
8570,"nghiêm túc, logic","đặc biệt là mì cay, mình rất thích ăn đồ ăn cay","chơi game, xem anime"
8571,Mê chơi đá gà,Không có cụ thể thích 1 món ăn hay đồ uống nào,Nghiên cứu về tài chính
8572,Đúng ik chang mô tả mẫu :))),"các loại thức ăn nhanh, trừ những món liên quan tới cá ; các dòng nước ngọt đều thích",Đọc sách
8573,"ít nói với người lạ, thường thích ở một mình, hay giận vu vơ",Pizza,"chơi game, vẽ, coi phim"
8574,"hướng nội, cọc cằn, nhạy cảm, khó chịu, ít nói",trà sữaaaaa,"mua sắm, xem phim"
8575,"thiên về cảm xúc nhiều hơn lí trí, lúc nói nhiều lúc nói ít","lẩu chay, lẩy thái, trà đào, bánh plan",Esports
8576,Hướng nội,hamburger,Quay tik tok
8577,"hướng ngoại, dễ hòa nhập",Fanta vị nho : D,Nghe nhạc
8578,"hướng nội, thích đi lang thang một mình","lẩu kim chi, mì cay, xoài lắc",đi chơi ngoài trời
8579,Giống ví dụ,"bún cá, trà đá, bánh ướt, bún riêu","ăn uống, xem phim, du lịch"
8580,là một người ít nói hướng nội,"thịt sườn, thịt bò, pepsi",Thích đá banh
8581,Hướng nội tích cực,Bánh mì,"bơi lội, game"
8582,hướng nội thích không gian yên tĩnh,đồ ăn nhanh,"đánh bóng bàn, đọc sách"
8583,"hoà đồng, thân thiện",Nước lọc,"cầu lông, …., vẽ, xem phim"
8584,"vui vẻ..., năng động",Ăn cơm gia đình tự nấu,"xem phim hàn, chơi game"
8585,"yên tĩnh, ít nói",Phô mai kéo sợi xúc xích đồ hàn,"edit, xem phim, , chơi game, chụp ảnh"
8586,không phải hướng nội nhưng không thích chỗ đông người,"trà đào, bún cá châu đốc, cơm tấm long xuyên",Code
8587,thích đi đâu đó,Trà đào thạch sữa,"Thích:
1. Thiên nhiên cây cỏ
2. Bóng bàn"
8588,"vui vẻ, tích cực, hoà đồng",bún bò,Đi phượt
8589,Huong noi va thich o mot minh,Cơm,"thích hát, thích đọc truyện"
8590,Hướng nội trầm tính,Bún đậu,Thích đi du lịch
8591,Vui tính,Ăn cơm,"bơi, ngủ, coi phim"
8592,"ko thích đi chơi, hướng nội thích ở 1 mình","bánh mì, coca cola, mì gói, cơm, stings",Ngủ
8593,thích ở một mình,"bánh mì kẹp, nước dừa, lẩu chay","tiếng anh, đá bóng"
8594,"thích tự lập, nói nhiều",trà đào,Nghe nhạc
8595,Hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh),mì cay trà sữa,"xem bóng đá, coding, học công nghệ"
8596,Là người hướng nội,"gà rán, socola, kem",Ngủ
8597,"thích ở một mình, ít nói, hoà đồng","salad, khoai tây lắc, pizza, các đồ ăn hỗ trợ cho việc giảm cân, spaghetti","thần số học, chiêm tinh học, tiếng anh..., kpop"
8598,Hướng nội nữa mùa,"nước cam, bông lan trứng muối","xem phim, nghe nhạc"
8599,"hướng nội, lắng nghe, tích cực",Phở,Ở nhà một mình
8600,Nói nhiều,"phở, hamburger, mì","đọc truyện, toán, bóng đá, bóng chuyền"
8601,"thân thiện, cởi mở, hòa đồng","coca cola, cơm, snack","đá banh, sự logic"
8602,Thích sống ở trọ,ỏi,Ngủ
8603,Một người hướng nội nhưng cũng thích xã giao với mọi người,Ăn đồ tốt cho sức khỏe,"nấu ăn, xem phim, bơi lội"
8604,Hướng nội thích ở một mình,Socola đá xay,Nhiếp ảnh
8605,"tích cực, lạc quan năng động",Bánh tráng trộn,"thích học ngôn ngữ anh, chơi thể thao, đọc sách, thử nhiều điều mới"
8606,"hướng ngoại, thích giao lưu với mọi nguời",thịt nướng,"bơi, chạy bộ"
8607,Thích cứ gái,Bánh . nước coca . mì cay...,"xem phim, nghe nhạc, tập thể dục, đọc sách"
8608,"người đang học trường fpt, là người ít nói chuyện","bún đậu, gà rán",chơi cờ vua
8609,"người hay thay đổi, thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ","gà rán, mì gói, ..., pepsi","nghe nhạc, viết lách"
8610,"nhưng không hẳn hướng nội :)), dễ ngại, ít nói",Có ăn . Nhiều lắm nào cũng ăn được,Chơi thể thao
8611,"thích thử thách, hướng ngoại","bánh cuốn, trà sữa, bún chả, mỳ xào",Nghe nhạc
8612,"yêu thiên nhiên, hoạt bát, là một người nhiệt tình",Cafe,"toán, kĩ thuật, khoa học"
8613,Hướng nọpi,Ăn cơm,"vẽ, làm mô hình, đọc sách, viết lách"
8614,Hướng nội,"cà phê sữa..., mì udon, trà sữa",Đếm tiền
8615,Hướng nội,thích ăn món mì cay,"chơi game, thích đá bóng"
8616,"thích yên tĩnh, hướng nội","tôm, những món có vị chua, trứng",Đọc manga xem anime xem phim âu action nghe nhạc
8617,"thích sạch sẽ, vui vẻ, một người hoà đồng thích, có quy tắc riêng","mì trộn, sushi, bánh gạo, mì quảng",Cũng không biết thích gì
8618,"hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao, , hướng nội","sữa bắp, trà sữa, bò nea, khoai lang lắc, mì cay, gà rán",Badminton
8619,"hướng nội, tự do, sống cống hiến",bánh kẹp thịt bò với sữa,Đọc truyện
8620,Ít nói,"đặc biệt là chè, mình thích ăn các loại đồ ngọt","thích những gì cần tư duy logic, thích tranh biện"
8621,"là người ít nói, khá vui vẻ",đồ ăn Hàn Quốc,Đá banh
8622,ít nói,"lẩu, món nướng, đồ ngọt, trái cây, kem",chơi game
8623,Huong Noi,"..., thích bánh sandwich nướng, không thích ăn cay lắm, thích đồ ngọt, thích đồ ăn có trứng muối",Thể hình
8624,Hướng ngoại,"cơm tấm, bò kho, bánh mì, trà sữa",Gym
8625,Hướng nội nhưng thích đi chơi,Món nào hợp khẩu vị thì mình ăn,Ca hát
8626,Hướng nội nói nhiều,Suit my taste is fine,"học nhóm online, thích ngủ, trang điểm, chạy xe, thích xem tivi, thích chơi game offline, đồ ăn ngọt, nghe nhạc, thích bơi, xem mv ca nhạc, đọc truyện tranh, call điện thoại, tắm (2l/ngày), thích đồ ăn nhạt, đi mua sắm

không thích: chạy bộ, các hoạt động phải chạy, phim truyền hình, tụ tập với bạn bè"
8627,"hơi hướng nội, thích giáo tiếp với nhiều người, cũng hơi hướng ngoại","bún chả, nước dưa hấu ép, bánh canh, ..., bánh xèo","tin học, …, yoga, toán"
8628,mình ambivert,"coca cola, cá viên chiên mắm tỏi, thích ăn cay, chanh muối",thích nhảy
8629,"hướng nội, ít nói","mì quảng, bò kho","xem phim, nghe nhạc, đi chơi, game"
8630,"hướng nội 35%, hướng ngoại 65%, tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình",Nước suối trà nóng,Xem phim
8631,"hướng nội, cực đoan, nói nhiều","phở, ..., mỳ trộn, cơm tấm",Thích học bài
8632,"xàm, nói nhiều, dễ tính",Cà phê,Nghe nhạc
8633,Trung lập,ăn cơm mẹ nấu,"kiếm tiền, đá bóng, cầu lông, lập trình"
8634,Nửa nội nử ngoại,"các loại bánh ngọt, pizza, mặn","chụp ảnh, xem tv series"
8635,hướng nội,thích ăn MÌ TÔMMMMM,"chơi game, xem tin tức công nghệ, nghe nhạc"
8636,Hương ngoại nhưng khó kết bạn với hơi trầm,"cơm, rau","sở thích của mình là thay vì thoát khỏi áp lực, stress thì mình đâm đầu vô luôn"
8637,"hướng nội, riêng tư, thích tự do",Đồ bình dân hoi.,"bơi lội, chơi game, bóng rổ, mầy mò linh kiện máy tính"
8638,", trải nghiệm, mình là một người hướng ngoại, thích đi dây đó",Thịt nướng,"game mobile, đá bóng"
8639,"nhưng lại thích giao lưu =)), thích ở một mình",các món ăn có nước,Nhiều lắm . Chơi được đa nghề :)
8640,"hướng ngoại, hướng nội, mình là người",Thích caffee,"đá bóng, thể thao"
8641,"thích ở một mình, là một người ít nói hướng nội",Sữa Milo,"thường thức tác phẩm nghệ thuật, xem phim"
8642,"thích ở một mình, tôi là một người ít nói, hướng nội","mứt; các loại món nước như hủ tiếu, bánh canh, mì gói, bánh mì, ........; nói chung là mình thích ăn rất nhiều món :3, thịt nướng, hải sản nước, lẩu, bánh cam, bánh căn, nước ngọt có ga, bánh bò, bún nước lèo, bánh khọt, ...; các loại thức ăn truyền thống của miền nam như bánh xèo, fastfood, các loại đồ ngọt như chè, bột sò, mì xào mì trộn, kẹo, bánh tàu hủ. các món nướng như cơm sườn, bánh","thiên văn học, vân vân..., toán"
8643,Nói nhiều thích đám đông,Mì cay,"du lịch, đọc sách, xem phim"
8644,"thích tham gia các hoạt động xã hội, , mình là một người thích vẽ năng động",Cafe,"du lịch, thể thao, học hỏi"
8645,"thích tụ tập bạn bè thân thiết ở nhà, người hướng nội cởi mở",Ăn đồ ngon,thích hút thuốc
8646,Ít nói nhưng hay chia sẻ với mn,"nước trái cây, đồ ngọt, đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í., đồ nướng",Ngủ
8647,"hướng ngoại, thích giao tiếp",bánh mì,"xem phim, đọc truyện"
8648,"thân thiện, dễ tiếp xúc, hiền hoà, hướng ngoại","nước gas, đồ nướng","bơi lội, nghe nhạc, chơi game"
8649,Hướng nội part time,Bún đậu,Đọc sách
8650,"chung chung, hơi ngại giao tiếp nhưng sẵn sàng học hỏi",Thích ăn gà,Game
8651,Hướng nội,Kem,"đọc sách, đi tản bộ, nghe nhạc"
8652,"thích yên tĩnh, khá hướng nội. thích sạch sẽ",Mỳ cay,"chơi game, học công nghệ"
8653,Hướng ngoại thân thiện vui vẻ,"thích ăn cay, thích hamburger, thích trà sữa…",Thích đi bộ
8654,"quyết đoán, nhiệt tình, thích giao lưu",Bánh mì,"chơi cầu lông, ngủ, game, nhảy dây"
8655,thích ở một mình,"gà, xúc xích, trứng",Chơi game
8656,"thích được đi chơi, vui tính, hoà đồng, hướng ngoại","kem, trà sữa, tôm chiên, trà đào…",Nghe nhạc
8657,"hướng nội, cần nhiều riêng tư","đồ ngọt, thích ăn cay",Thích đi karaoke
8658,"hướng nội, thích ở một mình., ít nói, nhạy cảm","nước c2 chanh, phở, táo","cầu lông, nghe nhạc"
8659,Hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ,"mì quảng, hủ tiếu, cơm tấm","đọc sách, thiên văn học, nghe nhạc"
8660,Bình thường 🤤,Chocolate,nghe nhạc
8661,Trầm tính,Spaghetti,"xem phim, ngôn ngữ, chạy bộ"
8662,"hoà đồng, nhưng ít nói","bánh mì, phở","thể thao, chăn nuôi"
8663,Hướng nội,Cơm nhà,"diy.., bơi, cầu lông"
8664,"hướng nội, ngoại","cút lộn rang me, bò né, bánh chuối chiên, chè bưởi, ........., bún bò, bánh tép, gà hấp nước mắm, cháo gà, lẩu thái, bò nướng, cháo lòng, hủ tiếu xào, nem nướng, bánh bao, trà sữa, canh kim chi, bún mắm, lẩu gà, bánh canh, bún riêu, gà rán, ham bơ gơ, hột vịt lộn rang me, lẩu bò, mì xào, bánh xèo",Đá bóng
8665,"dễ chịu, hơi hướng nội",Thích đồ tự nấu,Đá banh
8666,hướng ngoại nhung thích ở một mình,"ăn haidilao, ăn sushi, đồ thái",học tiếng Nhật
8667,Hướng nội,"thịt nướng, bún bò","game, tin khoa học, phim, hóng drama, truyện"
8668,hướng nội,Phở,Đánh võ
8669,"vui tính, ít nói nhưng hướng ngoại","các loại thịt nướng, các loại lẩu, những món ăn liên quan đến kim chi, vị đậm đà😋, thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon, hải sản, các loại bún, ... thật ra thì ngoại trừ rau cần, cơm cháy kho quẹt",Vẽ
8670,Ít nói nhiều,Chocolate,"đi chơi cùng bạn bè người thân, đá bóng, cafe, bóng rổ"
8671,Vui nhộn,"bánh mì kẹp các loại, kem ốc quế..., snack khoai tây",ngủ
8672,"đôi khi hướng nội, đôi khi hướng ngoại","trà dâu, bún bò","hích võ taekwondo, trồng cây"
8673,Không thích sự ồn ào,"coca, đồ ăn nhanh",Đá bóng
8674,"nhiệt tình, hòa đồng, vui vẻ",Thích ăn trứng vịt lộn,"thích đọc sách, thư giãn, nấu ăn, pha chế"
8675,"thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng, là một ambivert, không lười thì đi có hứng thì xác xe",Mì tương đen,"đi chơi, chơi game, đi du lịch"
8676,Hướng nội,Đồ ăn ngọt,"hacking, code"
8677,Vui vẻ hoạt bát năng động nhưng hơi hướng nội,Gà rán,vẽ
8678,"hướng nội, tham công tiếc việc, tình cảm","thích ăn vặt, uống trà sữa","cầu long., thích đá bóng, bóng chuyền"
8679,Trầm tính,"pizza, gà rán","thích vẽ, thích đọc"
8680,"một người ít nói hướng nội, thích ở một mình","bún chả, ăn pizza, phở bò, bánh gai",Đọc sách
8681,Hướng nội,"canh trứng cà chua, thịt kho tàu",Travelling
8682,Hướng nội,Cà phê,Nghe nhạc
8683,"người suy nghĩ nhiều, hướng nội khi không có ai","coca, mì gói, mình thích trà bí đao ngô gia","làm gốm, xem phim, vẽ, ngủ:))"
8684,Vui vẻ hoà đồng,Cơm tấm sườn bì chả,"ngủ, học toán, thể thao"
8685,"trầm tính., ít nói với người lạ",các thế loại mì,Mình thích đọc tiểu thuyết và truyện tranh
8686,"thích ở một mình, là một người hướng nội",Kem,Trang trí phòng ngủ
8687,"một người hướng ngoại làm biếng, thích ở một mình",cơm chiên trứng,Chơi game
8688,"ambivert, dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều.",đồ ăn healthy,"đọc sách, vẽ, chơi game"
8689,Hướng nội,"trà sữa, các món nhật, bún bò","thiết kế, đọc sách, chơi game, vẽ, nghe nhạc"
8690,"một người ít nói hướng nội, thích ở một mình",Coca,nghe nhạc
8691,"lười giao tiếp..., thích ở nhà hơn là ở ngoài",Thích đồ chay,"chơi game, cầu lông"
8692,Hướng nội,"hơi kén ăn 1 chút, thích uống trà sữa ạ :v",Đá banh
8693,"lowkey, .... nhưng thích trải nghiệm điều mới, thích ở một mình, một người ít nói hướng nội",Pizza,Ngủ
8694,"hướng trung, dễ thương, hòa đồng, tốt bụng",đồ gì có vị cay,"vân vân..., thiên văn học, toán"
8695,"hiếm khi thấy vui, nói khi cần thiết, có thể đi ăn ngoài nếu được mời, hướng nội, có thể mời người ta đi ăn nếu vui, muốn một mình nhưng sợ cô đơn",Bánh tráng bún đậu trà sữa,"chơi cầu lông, game, ngủ, nhảy dây"
8696,"hướng nội, ít nói","..., thức ăn chill, bánh ngọt chill, trà đào, coffee chill",Đọc sách
8697,bán hướng nội bán hướng ngoại,"eat-clean, thích ăn những món ăn không quá đậm vị","kpop, vẽ..."
8698,"ít nói với người lạ, trầm tính.",Ăn cơm,"hát, thích vẽ"
8699,Mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân,Cơm,"đọc truyện, chơi game, xem phim"
